2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,8,4,4,4,4,4,4,4,4,4,4,4,9,2,2,2,2,2,2,2,2,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,2,2,2,2
2,2,2,8,19,1,1,1,1,1,1,1,1,1,1,1,20,4,4,9,2,2,2,8,4,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,9,2,2,2
2,2,8,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,8,4,4,19,1,1,1,1,1,25,12,12,12,12,26,1,1,1,1,1,1,1,1,1,1,1,5,2,2,2
2,2,7,1,25,12,12,12,12,12,12,12,12,12,12,26,1,1,1,20,19,1,1,1,1,25,12,12,12,23,1,1,1,1,13,1,1,1,1,1,1,1,1,1,1,1,20,9,2,2
2,2,7,1,13,1,1,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,15,12,12,26,1,1,1,1,1,1,1,1,1,5,2,2
2,2,7,1,13,1,1,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,25,23,1,1,1,1,1,1,1,1,13,1,1,24,12,26,1,1,1,1,1,1,1,5,2,2
2,2,7,1,24,12,26,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,13,1,1,1,1,13,1,1,1,1,1,1,1,5,2,2
2,2,7,1,1,1,13,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,25,23,1,1,1,1,13,1,1,1,1,1,1,1,5,2,2
2,2,11,22,1,1,13,1,1,1,1,25,12,12,12,14,12,16,12,12,26,1,1,1,13,1,1,1,1,1,1,1,1,13,1,1,1,1,1,13,1,1,1,1,1,1,1,5,2,2
2,2,2,11,22,1,24,12,16,12,12,23,1,1,1,1,1,13,1,1,24,12,12,12,18,12,12,12,12,12,12,12,12,17,1,1,1,1,1,13,1,1,1,1,1,1,1,5,2,2
2,2,2,2,7,1,1,1,13,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,13,1,1,1,1,1,13,1,1,1,1,1,1,1,5,2,2
2,2,2,2,11,22,1,1,13,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,15,12,12,12,12,12,14,12,12,26,1,1,1,1,5,2,2
2,2,2,2,2,7,1,1,13,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,13,1,1,1,1,5,2,2
2,2,2,2,2,7,1,1,13,1,1,1,1,1,1,1,1,24,26,1,1,1,1,1,24,12,12,26,1,1,1,1,1,24,26,1,1,1,1,1,1,1,13,1,1,1,1,5,2,2
2,2,2,2,8,19,1,1,15,12,12,26,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,13,1,1,1,1,1,1,1,13,1,1,1,1,5,2,2
2,2,2,2,7,1,1,1,13,1,1,24,12,26,1,1,1,1,13,1,1,1,1,1,1,1,1,24,12,12,12,12,12,12,18,12,12,12,12,12,12,12,23,1,1,1,1,5,2,2
2,2,2,2,7,1,1,1,13,1,1,1,1,24,12,26,1,1,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,1,1,1,5,2,2
2,2,2,2,7,1,1,1,13,1,1,1,1,1,1,24,12,16,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,1,1,1,5,2,2
2,2,2,8,19,1,1,1,13,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,1,1,1,5,2,2
2,2,2,7,1,1,1,1,13,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,1,1,1,5,2,2
2,2,2,7,1,1,1,1,13,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,1,1,21,10,2,2
2,2,8,19,1,1,1,1,13,1,1,1,1,1,1,25,12,23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,1,1,5,2,2,2
2,2,7,1,1,1,1,1,13,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,1,1,5,2,2,2
2,2,7,1,1,1,1,25,14,12,12,12,12,12,12,17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,1,21,10,2,2,2
2,2,7,1,1,1,1,13,1,1,1,1,1,1,1,13,1,1,1,1,1,1,25,12,12,12,12,12,26,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,21,10,2,2,2,2
2,2,7,1,1,1,1,13,1,1,1,1,1,1,1,13,1,1,1,25,12,12,23,1,1,1,1,1,13,1,1,1,25,12,23,1,1,1,1,1,1,1,1,21,10,2,2,2,2,2
2,2,7,1,1,1,1,13,1,1,1,1,1,1,1,24,16,12,12,23,1,1,1,1,1,1,1,25,14,12,12,12,23,1,1,1,1,1,1,1,21,6,6,10,2,2,2,2,2,2
2,2,7,1,1,1,1,13,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,1,21,6,10,2,2,2,2,2,2,2,2,2
2,2,7,1,1,1,1,13,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,21,10,2,2,2,2,2,2,2,2,2,2,2
2,2,7,1,1,1,1,24,26,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,25,12,12,23,1,1,1,1,1,1,1,21,6,10,2,2,2,2,2,2,2,2,2,2,2,2
